Null Report AM471e SN10106-B255-00060
Date,Channel,1uA,10uA,100uA,1mA,10mA,100mA,1A,3A,1V,10V,LastCalDate
11-Aug-2014-15h-1m-39s,0,0.000000000035,-0.000000000071,-0.000000000842,0.000000019992,0.000000198390,0.000005592245,-0.000038440222,-0.000168512030,0.000000000000,0.000000000000,6-Aug-2014-10h-29m-14s
11-Aug-2014-15h-13m-33s,0,-0.000000000134,-0.000000000272,-0.000000003237,-0.000000004333,0.000000003702,0.000000209767,-0.000041774499,-0.000163877282,0.000000000000,0.000000000000,6-Aug-2014-10h-29m-14s
