Null Report AM471e SN17143-B300-00228
Date,Channel,1uA,10uA,100uA,1mA,10mA,100mA,1A,3A,1V,10V,LastCalDate
12-Jun-2015-5h-50m-16s,0,-0.000000000092,0.000000000108,0.000000001347,0.000000061805,0.000000682880,0.000006612124,-0.000206252268,-0.000765407433,0.000000000000,0.000000000000,29-Apr-2014-19h-4m-28s
