Null Report AM471e SN12144-B300-00173
Date,Channel,1uA,10uA,100uA,1mA,10mA,100mA,1A,3A,1V,10V,LastCalDate
2-Sep-2014-17h-34m-7s,0,0.000000000255,0.000000000128,-0.000000003122,-0.000000034178,-0.000000410342,-0.000003776420,-0.000142993945,-0.000498975248,0.000000000000,0.000000000000,7-Apr-2014-15h-54m-11s
